point_id,campaign,source_family,scale,parameters,T,H,S,mu,arm,convention,M,law_factor_1_minus_mu_times_M,eta_star,eta_ci_low,eta_ci_high,se_log_eta,fit_status,n_seeds,bootstrap_replicates,bootstrap_invalid,noise_eligible,exploratory,dependence_group,source_file,source_sha256,ci_method,note,eta0_hat_primary,q_hat_primary,eta_pred_primary,normalized_rate,normalized_ci_low,normalized_ci_high,fitted_curve_q_to_T,residual_log,residual_bits,residual_ci_low_bits,residual_ci_high_bits,ci_covers_primary_prediction,standardized_residual_primary
G6:135M:T5:mu0.9:corrected:H1024:S5120,G6,factorial_T_by_S,135M,135000000,5,1024,5120,0.9,corrected,nesterov_corrected,1.0,0.09999999999999998,0.003612407460497157,0.003588520510931906,0.0036568052674325045,0.0048087324614915885,INTERIOR,3,10000,0,True,False,G6:T5:S5120:corrected,g6-readout.json,7e7e9cd8901520cc8f0ca822151af92c4c6183ee99bf02199bc1452a2763af8c,"recomputed paired 3-seed strict-interior bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.002945066718208154,1.1522681626877802,1.1446488196904154,1.1664299592138339,0.9394030583459176,0.2042429650525217,0.2946603128177309,0.2850888491895363,0.3122834846151574,False,42.473347537652145
G6:135M:T5:mu0.9:raw:H2048:S10240,G6,factorial_T_by_S,135M,135000000,5,2048,10240,0.9,raw,nesterov_raw,4.68559,0.46855899999999995,0.012201557101024706,0.011985195097202509,0.012393094018328853,0.008537717407504416,INTERIOR,3,10000,0,True,False,G6:T5:S10240:raw,g6-readout.json,7e7e9cd8901520cc8f0ca822151af92c4c6183ee99bf02199bc1452a2763af8c,"recomputed paired 3-seed strict-interior bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.013799375164168947,0.8306303670217853,0.815901357506327,0.843669389713832,0.9394030583459176,-0.12305973835273809,-0.17753767425458863,-0.2033495496054966,-0.15506653238144447,False,-14.41365794615924
G6:135M:T5:mu0.9:raw:H512:S2560,G6,factorial_T_by_S,135M,135000000,5,512,2560,0.9,raw,nesterov_raw,4.68559,0.46855899999999995,0.011091352441066878,0.0109043550236333,0.011237858680584927,0.007685361776501862,INTERIOR,3,10000,0,True,False,G6:T5:S2560:raw,g6-readout.json,7e7e9cd8901520cc8f0ca822151af92c4c6183ee99bf02199bc1452a2763af8c,"recomputed paired 3-seed strict-interior bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.013799375164168947,0.7550523324697344,0.7423223397164378,0.765025857200577,0.9394030583459176,-0.21845756784881543,-0.31516764978015027,-0.33969850399973317,-0.29623578002836404,False,-28.425150851942135
G6:135M:T5:mu0.9:raw:H1024:S5120,G6,factorial_T_by_S,135M,135000000,5,1024,5120,0.9,raw,nesterov_raw,4.68559,0.46855899999999995,0.011137136401052024,0.010944810608450433,0.011299738362800824,0.00814151307771208,INTERIOR,3,10000,0,True,False,G6:T5:S5120:raw,g6-readout.json,7e7e9cd8901520cc8f0ca822151af92c4c6183ee99bf02199bc1452a2763af8c,"recomputed paired 3-seed strict-interior bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.013799375164168947,0.7581691106949479,0.7450763847113929,0.7692383640736438,0.9394030583459176,-0.2143381672854745,-0.30922461101598314,-0.3343559532338284,-0.288313574762097,False,-26.32657655150603
G6:135M:T10:mu0:mu0:H1024:S10240,G6,factorial_T_by_S,135M,135000000,10,1024,10240,0.0,mu0,mu0,1.0,1.0,0.038339012003775735,0.03800321251960006,0.03887104377454951,0.005760029648246901,INTERIOR,3,10000,0,True,False,G6:T10:S10240:mu0,g6-readout.json,7e7e9cd8901520cc8f0ca822151af92c4c6183ee99bf02199bc1452a2763af8c,"recomputed paired 3-seed strict-interior bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.027666046821175162,1.222919158592801,1.2122079899637406,1.2398896492615543,0.8824781060296635,0.32626205312893664,0.4706966460793684,0.45800486566575366,0.4905793346301282,False,56.642426003525244
G6:135M:T10:mu0:mu0:H256:S2560,G6,factorial_T_by_S,135M,135000000,10,256,2560,0.0,mu0,mu0,1.0,1.0,0.030567321107098974,0.03022478747002306,0.030779077647418038,0.004636002817839634,INTERIOR,3,10000,0,True,False,G6:T10:S2560:mu0,g6-readout.json,7e7e9cd8901520cc8f0ca822151af92c4c6183ee99bf02199bc1452a2763af8c,"recomputed paired 3-seed strict-interior bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.027666046821175162,0.9750215421578422,0.9640955707947473,0.9817760492924551,0.8824781060296635,0.09972558580647028,0.1438736080927415,0.12761568183177957,0.15383348610201134,False,21.511114148317574
G6:135M:T10:mu0:mu0:H512:S5120,G6,factorial_T_by_S,135M,135000000,10,512,5120,0.0,mu0,mu0,1.0,1.0,0.032724321427659964,0.03240017171075092,0.033002176034231494,0.004696458039586957,INTERIOR,3,10000,0,True,False,G6:T10:S5120:mu0,g6-readout.json,7e7e9cd8901520cc8f0ca822151af92c4c6183ee99bf02199bc1452a2763af8c,"recomputed paired 3-seed strict-interior bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.027666046821175162,1.0438244893189497,1.033484919300258,1.0526873604238736,0.8824781060296635,0.1679126611625681,0.24224676356170582,0.22788494580266178,0.25444464010902285,False,35.75304191950912
G6:135M:T10:mu0.9:corrected:H1024:S10240,G6,factorial_T_by_S,135M,135000000,10,1024,10240,0.9,corrected,nesterov_corrected,1.0,0.09999999999999998,0.0024101605597278155,0.0023800550665352086,0.002443156892381349,0.0066754764374062645,INTERIOR,3,10000,0,True,False,G6:T10:S10240:corrected,g6-readout.json,7e7e9cd8901520cc8f0ca822151af92c4c6183ee99bf02199bc1452a2763af8c,"recomputed paired 3-seed strict-interior bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.0027666046821175154,0.7687812934474221,0.7591783896478932,0.7793063031585052,0.8824781060296635,-0.13792745425246133,-0.19898725425246533,-0.21712156008856837,-0.1793700009279498,False,-20.661814260863846
G6:135M:T10:mu0.9:corrected:H256:S2560,G6,factorial_T_by_S,135M,135000000,10,256,2560,0.9,corrected,nesterov_corrected,1.0,0.09999999999999998,0.002324740742806622,0.002168663136802414,0.0024079096751682297,0.026696435633570322,INTERIOR,3,10000,0,True,False,G6:T10:S2560:corrected,g6-readout.json,7e7e9cd8901520cc8f0ca822151af92c4c6183ee99bf02199bc1452a2763af8c,"recomputed paired 3-seed strict-interior bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.0027666046821175154,0.7415344956879677,0.691749620013277,0.7680633172378559,0.8824781060296635,-0.17401229747804026,-0.25104667862526375,-0.3513105397280472,-0.2003352380176066,False,-6.518184669537782
G6:135M:T10:mu0.9:corrected:H512:S5120,G6,factorial_T_by_S,135M,135000000,10,512,5120,0.9,corrected,nesterov_corrected,1.0,0.09999999999999998,0.002303600686100393,0.0022666439013722664,0.002339162760619182,0.008034022827917387,INTERIOR,3,10000,0,True,False,G6:T10:S5120:corrected,g6-readout.json,7e7e9cd8901520cc8f0ca822151af92c4c6183ee99bf02199bc1452a2763af8c,"recomputed paired 3-seed strict-interior bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.0027666046821175154,0.7347913432151706,0.7230030477631217,0.7461347607878637,0.8824781060296635,-0.18314740734088497,-0.26422585632236567,-0.2875587573150932,-0.24212426422238514,False,-22.796475845757733
G6:135M:T10:mu0.9:raw:H1024:S10240,G6,factorial_T_by_S,135M,135000000,10,1024,10240,0.9,raw,nesterov_raw,6.861894039100001,0.6861894039099999,0.00551151773174717,0.005438733654099547,0.0055730823952406935,0.006225125510815685,INTERIOR,3,10000,0,True,False,G6:T10:S10240:raw,g6-readout.json,7e7e9cd8901520cc8f0ca822151af92c4c6183ee99bf02199bc1452a2763af8c,"recomputed paired 3-seed strict-interior bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.018984148176768332,0.25620289538264207,0.25281952761741405,0.25906472869389924,0.8824781060296635,-1.2367642888100483,-1.7842737062148224,-1.8034525854189296,-1.7682478781283844,False,-198.67298846605806
G6:135M:T10:mu0.9:raw:H256:S2560,G6,factorial_T_by_S,135M,135000000,10,256,2560,0.9,raw,nesterov_raw,6.861894039100001,0.6861894039099999,0.00506146929868499,0.004974839132078008,0.005137428816142294,0.008204153090120068,INTERIOR,3,10000,0,True,False,G6:T10:S2560:raw,g6-readout.json,7e7e9cd8901520cc8f0ca822151af92c4c6183ee99bf02199bc1452a2763af8c,"recomputed paired 3-seed strict-interior bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.018984148176768332,0.2352823944925179,0.23125539129803602,0.2388133725736245,0.8824781060296635,-1.3219475080703744,-1.9071671142086521,-1.9320734862461593,-1.8856768621776647,False,-161.13150175882782
G6:135M:T10:mu0.9:raw:H512:S5120,G6,factorial_T_by_S,135M,135000000,10,512,5120,0.9,raw,nesterov_raw,6.861894039100001,0.6861894039099999,0.005082917937089167,0.0050214240350062705,0.005132349580771497,0.005574081121082375,INTERIOR,3,10000,0,True,False,G6:T10:S5120:raw,g6-readout.json,7e7e9cd8901520cc8f0ca822151af92c4c6183ee99bf02199bc1452a2763af8c,"recomputed paired 3-seed strict-interior bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.018984148176768332,0.23627943442391688,0.2334208904567508,0.23857726432329043,0.8824781060296635,-1.3177188307008714,-1.9010664223381508,-1.9186268024499802,-1.8871039208726492,False,-236.40108604034754
G6:135M:T20:mu0:mu0:H512:S10240,G6,factorial_T_by_S,135M,135000000,20,512,10240,0.0,mu0,mu0,1.0,1.0,0.03001575383211165,0.029569171436246794,0.03046741645579326,0.007634192979452779,INTERIOR,3,10000,0,True,False,G6:T20:S10240:mu0,g6-readout.json,7e7e9cd8901520cc8f0ca822151af92c4c6183ee99bf02199bc1452a2763af8c,"recomputed paired 3-seed strict-interior bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.02441468060007866,0.9574279174768412,0.94318304941035,0.9718348321794459,0.778767607621702,0.20653775625826354,0.2979709967101303,0.2763449136295698,0.31951826471690625,False,27.054301196492446
G6:135M:T20:mu0:mu0:H128:S2560,G6,factorial_T_by_S,135M,135000000,20,128,2560,0.0,mu0,mu0,1.0,1.0,0.021926218661920484,0.021658238084647875,0.022378516594561648,0.008345950293450463,INTERIOR,3,10000,0,True,False,G6:T20:S2560:mu0,g6-readout.json,7e7e9cd8901520cc8f0ca822151af92c4c6183ee99bf02199bc1452a2763af8c,"recomputed paired 3-seed strict-interior bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.02441468060007866,0.69939185898992,0.6908439448693068,0.7138190384687318,0.778767607621702,-0.1075014953841893,-0.15509187427891769,-0.17283302104425619,-0.1256344968326739,False,-12.880677646564918
G6:135M:T20:mu0:mu0:H256:S5120,G6,factorial_T_by_S,135M,135000000,20,256,5120,0.0,mu0,mu0,1.0,1.0,0.02398038603886582,0.023695787443197343,0.02446607493981038,0.00816090871083858,INTERIOR,3,10000,0,True,False,G6:T20:S5120:mu0,g6-readout.json,7e7e9cd8901520cc8f0ca822151af92c4c6183ee99bf02199bc1452a2763af8c,"recomputed paired 3-seed strict-interior bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.02441468060007866,0.7649146909287131,0.7558367033395361,0.7804069592746603,0.778767607621702,-0.017948367471787297,-0.025894020743600317,-0.043118299861921235,0.003033765970450626,True,-2.1993099185082046
G6:135M:T20:mu0.9:corrected:H512:S10240,G6,factorial_T_by_S,135M,135000000,20,512,10240,0.9,corrected,nesterov_corrected,1.0,0.09999999999999998,0.0016329791801176395,0.0016153069292623831,0.0016515674412839,0.00566332184544942,INTERIOR,3,10000,0,True,False,G6:T20:S10240:corrected,g6-readout.json,7e7e9cd8901520cc8f0ca822151af92c4c6183ee99bf02199bc1452a2763af8c,"recomputed paired 3-seed strict-interior bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.0024414680600078655,0.5208797568263772,0.5152427481981364,0.5268089499685761,0.778767607621702,-0.4021934578772126,-0.5802425071574389,-0.5959405826125278,-0.563913021479053,False,-71.01723491141196
G6:135M:T20:mu0.9:corrected:H128:S2560,G6,factorial_T_by_S,135M,135000000,20,128,2560,0.9,corrected,nesterov_corrected,1.0,0.09999999999999998,0.0015999783168476867,0.0015354550480531964,0.0016482311637859494,0.018080920401325494,INTERIOR,3,10000,0,True,False,G6:T20:S2560:corrected,g6-readout.json,7e7e9cd8901520cc8f0ca822151af92c4c6183ee99bf02199bc1452a2763af8c,"recomputed paired 3-seed strict-interior bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.0024414680600078655,0.5103533019613035,0.4897719834922609,0.5257447603983743,0.778767607621702,-0.42260944513187004,-0.6096965507245854,-0.6690826277194761,-0.566830310209346,False,-23.37322634863704
G6:135M:T20:mu0.9:corrected:H256:S5120,G6,factorial_T_by_S,135M,135000000,20,256,5120,0.9,corrected,nesterov_corrected,1.0,0.09999999999999998,0.0015456648271296336,0.0014933121094528954,0.0015737122812830445,0.013377999251904107,INTERIOR,3,10000,0,True,False,G6:T20:S5120:corrected,g6-readout.json,7e7e9cd8901520cc8f0ca822151af92c4c6183ee99bf02199bc1452a2763af8c,"recomputed paired 3-seed strict-interior bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.0024414680600078655,0.49302864916646905,0.47632943390109445,0.5019750896826152,0.778767607621702,-0.4571453957003935,-0.6595213953421806,-0.7092331771162929,-0.6335771044831928,False,-34.171432296599015
G6:135M:T20:mu0.9:raw:H512:S10240,G6,factorial_T_by_S,135M,135000000,20,512,10240,0.9,raw,nesterov_raw,8.905810108684879,0.8905810108684876,0.0027759790903334183,0.002756561186472802,0.0028057077100680995,0.004508208922170236,INTERIOR,3,10000,0,True,False,G6:T20:S10240:raw,g6-readout.json,7e7e9cd8901520cc8f0ca822151af92c4c6183ee99bf02199bc1452a2763af8c,"recomputed paired 3-seed strict-interior bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.02174325092884931,0.0994259139105302,0.0987304321454508,0.10049068964919193,0.778767607621702,-2.0582998969436086,-2.969499053982809,-2.979626130238348,-2.954131033756536,False,-456.56710513601274
G6:135M:T20:mu0.9:raw:H128:S2560,G6,factorial_T_by_S,135M,135000000,20,128,2560,0.9,raw,nesterov_raw,8.905810108684879,0.8905810108684876,0.002562944780443369,0.002530371187980732,0.0026022140080168106,0.007142125529501065,INTERIOR,3,10000,0,True,False,G6:T20:S2560:raw,g6-readout.json,7e7e9cd8901520cc8f0ca822151af92c4c6183ee99bf02199bc1452a2763af8c,"recomputed paired 3-seed strict-interior bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.02174325092884931,0.09179576603626316,0.09062909327160706,0.09320225315774255,0.778767607621702,-2.1381465050007074,-3.0846933594585897,-3.103146721201091,-3.062756139796495,False,-299.37117405300967
G6:135M:T20:mu0.9:raw:H256:S5120,G6,factorial_T_by_S,135M,135000000,20,256,5120,0.9,raw,nesterov_raw,8.905810108684879,0.8905810108684876,0.002530039080372076,0.002459273662690846,0.002564679762272175,0.010706210640811759,INTERIOR,3,10000,0,True,False,G6:T20:S5120:raw,g6-readout.json,7e7e9cd8901520cc8f0ca822151af92c4c6183ee99bf02199bc1452a2763af8c,"recomputed paired 3-seed strict-interior bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.02174325092884931,0.09061719833240445,0.08808262725054099,0.09185790704969798,0.778767607621702,-2.151068657851647,-3.1033360852942495,-3.144263471172995,-3.083717059514971,False,-200.91783451857717
G8:135M:T2:mu0:mu0:H512:S1024,G8,phase_mu_scan,135M,135000000,2,512,1024,0.0,mu0,mu0,1.0,1.0,0.06368371841714432,0.0630902675008704,0.06451388245636791,0.005692429641101958,INTERIOR,3,10000,0,True,False,G8:T2:mu0:mu0,g8-readout.json,9884f0775b30a35964e7df878bd0569b62f24af23619d90b4ff346d1afae596c,"recomputed paired 3-seed strict-interior bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.03057623136753704,2.0313522772857358,2.0124226685852205,2.057832446055899,0.9753057573117614,0.7337059776256076,1.0585139753910529,1.045006867577869,1.077199040882463,False,128.89153206706558
G8:135M:T2:mu0.8:corrected:H512:S1024,G8,phase_mu_scan,135M,135000000,2,512,1024,0.8,corrected,nesterov_corrected,1.0,0.19999999999999996,0.012027206164096065,0.01188998535058027,0.012115595399531368,0.004795246299099441,INTERIOR,3,10000,0,True,False,G8:T2:mu0.8:corrected,g8-readout.json,9884f0775b30a35964e7df878bd0569b62f24af23619d90b4ff346d1afae596c,"recomputed paired 3-seed strict-interior bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.006115246273507407,1.9181898637567913,1.89630484989811,1.932286847974402,0.9753057573117614,0.6763862219532277,0.9758190481375434,0.959264432245221,0.9863827999074584,False,141.0534891774495
G8:135M:T2:mu0.8:raw:H512:S1024,G8,phase_mu_scan,135M,135000000,2,512,1024,0.8,raw,nesterov_raw,2.44,0.4879999999999999,0.02931068873211242,0.028712307302108223,0.029905896556832165,0.010390449475054044,INTERIOR,3,10000,0,True,False,G8:T2:mu0.8:raw,g8-readout.json,9884f0775b30a35964e7df878bd0569b62f24af23619d90b4ff346d1afae596c,"recomputed paired 3-seed strict-interior bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.014921200907358073,1.915856749647088,1.876744290980055,1.9547617695479937,0.9753057573117614,0.6751691713365067,0.9740632152482891,0.9443056161159304,1.003066316081088,False,64.97978484544768
G8:135M:T2:mu0.95:corrected:H512:S1024,G8,phase_mu_scan,135M,135000000,2,512,1024,0.95,corrected,nesterov_corrected,1.0,0.050000000000000044,0.0030364911314160335,0.0029865903190176672,0.0030941499201392127,0.009025888029649048,INTERIOR,3,10000,0,True,False,G8:T2:mu0.95:corrected,g8-readout.json,9884f0775b30a35964e7df878bd0569b62f24af23619d90b4ff346d1afae596c,"recomputed paired 3-seed strict-interior bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.0015288115683768533,1.9371303460506966,1.9052961091614948,1.9739137860537337,0.9753057573117614,0.6862119348104736,0.9899945553498909,0.9660887515135486,1.017132500843416,False,76.02708260465263
G8:135M:T2:mu0.95:raw:H512:S1024,G8,phase_mu_scan,135M,135000000,2,512,1024,0.95,raw,nesterov_raw,2.8524999999999996,0.1426250000000001,0.02550796369141904,0.025259089272620137,0.025919682107209793,0.006585974306162123,INTERIOR,3,10000,0,True,False,G8:T2:mu0.95:raw,g8-readout.json,9884f0775b30a35964e7df878bd0569b62f24af23619d90b4ff346d1afae596c,"recomputed paired 3-seed strict-interior bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.004360934998794974,5.704754565801769,5.649094792480392,5.796833750981772,0.9753057573117614,1.7663042213977664,2.5482383409117992,2.5340932312331095,2.571338632513559,False,268.1917874694919
G8:135M:T5:mu0:mu0:H512:S2560,G8,phase_mu_scan,135M,135000000,5,512,2560,0.0,mu0,mu0,1.0,1.0,0.03892404186365313,0.03743463852689821,0.03957906324916896,0.014210422599682984,INTERIOR,3,10000,0,True,False,G8:T5:mu0:mu0,g8-readout.json,9884f0775b30a35964e7df878bd0569b62f24af23619d90b4ff346d1afae596c,"recomputed paired 3-seed strict-interior bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.029450667182081548,1.241580156531988,1.1940718932723544,1.262473710115383,0.9394030583459176,0.27889553790146593,0.40236120945650483,0.34607350612295534,0.426437149751926,False,19.626125538848346
G8:135M:T5:mu0.8:corrected:H512:S2560,G8,phase_mu_scan,135M,135000000,5,512,2560,0.8,corrected,nesterov_corrected,1.0,0.19999999999999996,0.006715983170430476,0.0066427869321560255,0.006752413797646781,0.004175700832291944,INTERIOR,3,10000,0,True,False,G8:T5:mu0.8:corrected,g8-readout.json,9884f0775b30a35964e7df878bd0569b62f24af23619d90b4ff346d1afae596c,"recomputed paired 3-seed strict-interior bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.005890133436416308,1.0711158241502678,1.0594419341040229,1.076926056294224,0.9394030583459176,0.13121158117383436,0.1892982974666905,0.17348832305088432,0.19710299961898203,False,31.422648902224015
G8:135M:T5:mu0.8:raw:H512:S2560,G8,phase_mu_scan,135M,135000000,5,512,2560,0.8,raw,nesterov_raw,3.68928,0.7378559999999998,0.011822554025076634,0.011716840712978415,0.011893551211937766,0.0038187319543557113,INTERIOR,3,10000,0,True,False,G8:T5:mu0.8:raw,g8-readout.json,9884f0775b30a35964e7df878bd0569b62f24af23619d90b4ff346d1afae596c,"recomputed paired 3-seed strict-interior bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.021730351484301958,0.5110889907436577,0.5065190044383426,0.5141581990129986,0.9394030583459176,-0.608700904000544,-0.8781697755862138,-0.891127890961011,-0.8695319664385937,False,-159.39869864556724
G8:135M:T5:mu0.95:corrected:H512:S2560,G8,phase_mu_scan,135M,135000000,5,512,2560,0.95,corrected,nesterov_corrected,1.0,0.050000000000000044,0.0015960034465241928,0.0015719690141899354,0.001636511997735178,0.01026502625821286,INTERIOR,3,10000,0,True,False,G8:T5:mu0.95:corrected,g8-readout.json,9884f0775b30a35964e7df878bd0569b62f24af23619d90b4ff346d1afae596c,"recomputed paired 3-seed strict-interior bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.0014725333591040788,1.0181708343148526,1.0028380616473822,1.0440132756160905,0.9394030583459176,0.08051836747499408,0.11616344945664916,0.09427246267993877,0.15232386166334752,False,7.8439514375886565
G8:135M:T5:mu0.95:raw:H512:S2560,G8,phase_mu_scan,135M,135000000,5,512,2560,0.95,raw,nesterov_raw,5.298162187499999,0.2649081093750002,0.008807126571622107,0.008704143496651816,0.008924573824455185,0.006380066086860153,INTERIOR,3,10000,0,True,False,G8:T5:mu0.95:raw,g8-readout.json,9884f0775b30a35964e7df878bd0569b62f24af23619d90b4ff346d1afae596c,"recomputed paired 3-seed strict-interior bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.007801720563037588,1.060463723325173,1.0480635591814715,1.0746055152048302,0.9394030583459176,0.12121693705181658,0.17487907395640542,0.15791001530486048,0.19399095193690422,False,18.999323110690778
G8:135M:T20:mu0:mu0:H512:S10240,G8,phase_mu_scan,135M,135000000,20,512,10240,0.0,mu0,mu0,1.0,1.0,0.0343371446881654,0.03422102900721145,0.03442450570925512,0.0015123613799110363,INTERIOR,3,10000,0,True,False,G8:T20:mu0:mu0,g8-readout.json,9884f0775b30a35964e7df878bd0569b62f24af23619d90b4ff346d1afae596c,"recomputed paired 3-seed strict-interior bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.02441468060007866,1.0952695412806945,1.091565739762866,1.0980561406430969,0.778767607621702,0.3410430884256219,0.492021172401101,0.48713423716837456,0.4956870349561124,False,225.50370100411027
G8:135M:T20:mu0.8:corrected:H512:S10240,G8,phase_mu_scan,135M,135000000,20,512,10240,0.8,corrected,nesterov_corrected,1.0,0.19999999999999996,0.004101967192004425,0.004058905359079384,0.004126258476602581,0.004198479501153298,INTERIOR,3,10000,0,True,False,G8:T20:mu0.8:corrected,g8-readout.json,9884f0775b30a35964e7df878bd0569b62f24af23619d90b4ff346d1afae596c,"recomputed paired 3-seed strict-interior bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.004882936120015731,0.6542127724271168,0.6473449454102171,0.658086930336949,0.778767607621702,-0.17428004130597552,-0.2514329513180546,-0.26665820303243,-0.2429147071548522,False,-41.51027562671243
G8:135M:T20:mu0.8:raw:H512:S10240,G8,phase_mu_scan,135M,135000000,20,512,10240,0.8,raw,nesterov_raw,4.953883139815727,0.9907766279631453,0.005572069283433348,0.005551477716221548,0.005602002245732292,0.0023112491596718188,INTERIOR,3,10000,0,True,False,G8:T20:mu0.8:raw,g8-readout.json,9884f0775b30a35964e7df878bd0569b62f24af23619d90b4ff346d1afae596c,"recomputed paired 3-seed strict-interior bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.024189494917743155,0.17938973426761484,0.1787267999819158,0.18035340967786415,0.778767607621702,-1.4681519545553088,-2.1180955441083826,-2.123436895358227,-2.110366178952526,False,-635.2201139420971
G8:135M:T20:mu0.95:corrected:H512:S10240,G8,phase_mu_scan,135M,135000000,20,512,10240,0.95,corrected,nesterov_corrected,1.0,0.050000000000000044,0.0007063213216981805,0.0007027713308111999,0.0007096693525929702,0.0024917800527947394,INTERIOR,3,10000,0,True,False,G8:T20:mu0.95:corrected,g8-readout.json,9884f0775b30a35964e7df878bd0569b62f24af23619d90b4ff346d1afae596c,"recomputed paired 3-seed strict-interior bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.0012207340300039342,0.450597879956962,0.448333162301697,0.452733757180087,0.778767607621702,-0.5471373569006155,-0.7893523514856129,-0.7966216606746727,-0.7825299950144945,False,-219.5769069934384
G8:135M:T20:mu0.95:raw:H512:S10240,G8,phase_mu_scan,135M,135000000,20,512,10240,0.95,raw,nesterov_raw,13.188767474237691,0.6594383737118852,0.0017841414084310005,0.0017751810569021586,0.0018024237573557266,0.0038852421553751877,INTERIOR,3,10000,0,True,False,G8:T20:mu0.95:raw,g8-readout.json,9884f0775b30a35964e7df878bd0569b62f24af23619d90b4ff346d1afae596c,"recomputed paired 3-seed strict-interior bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.016099977269610984,0.0863002172633625,0.08586679854439716,0.0871845477748526,0.778767607621702,-2.1998805643319046,-3.173756780709653,-3.1810205687758004,-3.159048511731291,False,-566.2145308725211
TP-pilot:135M:T2:mu0.9:raw:H512:S1024,TP-pilot,two_parameter_master,135M,135000000,2,512,1024,0.9,raw,nesterov_raw,2.7099999999999995,0.2709999999999999,0.032448201499834774,0.030144481455934152,0.03618923689615126,0.04662327538175447,INTERIOR,2,10000,0,True,True,pilot:T2:H512:S1024:mu0.9,two_param_master_eta.csv,610f8e302d3a3ba7e888e268ad832d1be7e5015c0b93ab000208c57d0cf5d649,"source-reported paired training-seed bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.008286158700602536,3.819250738571994,3.5480959727469803,4.259581836752534,0.9753057573117614,1.3650585215478928,1.9693631595603651,1.8631185555093672,2.1267853297598585,False,29.27847754947938
TP-pilot:135M:T5:mu0.5:raw:H512:S2560,TP-pilot,two_parameter_master,135M,135000000,5,512,2560,0.5,raw,nesterov_raw,1.96875,0.984375,0.022570738832517506,0.022337473558777875,0.02279147899458787,0.005133012950074556,INTERIOR,2,10000,0,True,True,pilot:T5:H512:S2560:mu0.5,two_param_master_eta.csv,610f8e302d3a3ba7e888e268ad832d1be7e5015c0b93ab000208c57d0cf5d649,"source-reported paired training-seed bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.028990500507361523,0.7313782348466132,0.7238195481139966,0.7385310600727945,0.9394030583459176,-0.2503138821607278,-0.3611265964589464,-0.37611421953917556,-0.3470856934296221,False,-48.76548814416922
